,restaurant_id,restaurant_name,restaurant_cuisine,restaurant_review_rating,restaurant_review_text
0,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
1,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
2,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
3,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
4,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
5,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
6,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
7,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
8,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
9,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
10,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
11,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
12,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
13,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
14,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
15,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
16,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
17,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
18,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
19,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
20,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
21,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
22,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
23,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
24,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
25,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
26,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
27,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
28,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
29,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
30,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
31,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
32,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
33,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
34,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
35,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
36,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
37,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
38,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
39,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
40,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
41,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
42,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
43,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
44,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
45,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
46,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
47,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
48,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
49,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
50,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
51,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
52,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
53,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
54,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
55,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
56,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
57,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
58,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
59,16777384,Shake Shack,"American, Burger",3.0,We stumbled across the Shake Shack and just loved the look of it with the lights in the trees and the outside tables. Yes we queued but not ...
60,16777384,Shake Shack,"American, Burger",5.0,✅The place is large and nice 🔝The double shake burger is really good and so tasty. And of course special fries with cheddar cheese sauc...
61,16777384,Shake Shack,"American, Burger",5.0,Shack stacker plus bacon cheese fries and 50-50. Perfect combo for the hungry. You will always leave here full. The only problem is the seat...
62,16777384,Shake Shack,"American, Burger",4.5,Local informal e com bom ambiente. Pode deliciar-se com várias opções de hambúrgueres e milkshakes.  As batatas são muito boas també...
63,16777384,Shake Shack,"American, Burger",5.0,Great burgers. We came here and we froze but it was worth it!   I loved every minute of it. Been to a few burger places in my time. The only...
